max_err,mae,rmse,median_rel_err,runtime_s,mem_bytes,dataset,method,n_points,status
6.039613253960852e-14,9.880984919163893e-15,1.569376333208763e-14,2.3169871818264137e-15,2.1600048057734966e-05,4800,constant_velocity__clean_uniform,forward_diff,200,ok
6.039613253960852e-14,9.880984919163893e-15,1.569376333208763e-14,2.3169871818264137e-15,1.279998105019331e-05,4800,constant_velocity__clean_uniform,backward_diff,200,ok
3.064215547965432e-14,5.88640247656258e-15,8.563382723737958e-15,2.123904916674213e-15,2.989999484270811e-05,4800,constant_velocity__clean_uniform,central_diff,200,ok
1.8207657603852567e-13,4.8920867357082896e-14,5.939950083871936e-14,2.046672010613332e-14,0.007137499982491136,4800,constant_velocity__clean_uniform,high_order_fd,200,ok
8.837375276016246e-14,9.51017042893909e-15,1.4852211581135654e-14,2.6066105795547155e-15,1.4148237000918016,4800,constant_velocity__clean_uniform,cubic_spline,200,ok
1.532107773982716e-13,7.975842208907125e-15,1.6701179095278617e-14,1.9308226515220117e-15,1.597843399969861,4800,constant_velocity__clean_uniform,savgol_resampled,200,ok
7.238654120556021e-14,3.0468960687812796e-14,3.701685356785975e-14,1.2743429500045276e-14,0.0019688999745994806,4800,constant_velocity__clean_uniform,savgol_matched,200,ok
5.355715870791755e-13,8.348877145181177e-15,4.2733567313334333e-14,4.827056628805028e-16,0.038066200097091496,4800,constant_velocity__clean_uniform,ALPRD_v1.0,200,ok
4.169997680492088e-13,6.654676809603188e-15,3.3277293863022697e-14,3.861645303044023e-16,0.045963100041262805,4800,constant_velocity__clean_uniform,ALPRD_v1.0_fast,200,ok
2.362554596402333e-13,8.770761894538737e-15,2.7984421712665746e-14,3.861645303044023e-16,0.454174300073646,4800,constant_velocity__clean_uniform,ALPRD_v1.1,200,ok
2.4558133304708463e-13,2.050137837272814e-14,4.2619806236726817e-14,4.0547275681962245e-15,3.6899931728839874e-05,4800,constant_velocity__uneven_clean,forward_diff,200,ok
2.4558133304708463e-13,2.0448087667546134e-14,4.26131423835931e-14,3.958186435620124e-15,3.820005804300308e-05,4800,constant_velocity__uneven_clean,backward_diff,200,ok
2.3314683517128287e-13,2.4211743721025415e-14,5.239492400567128e-14,3.2823985075874197e-15,9.440002031624317e-05,4800,constant_velocity__uneven_clean,central_diff,200,ok
6.548539488449023e-12,1.794608905925088e-13,6.110601397906434e-13,1.9694391045524517e-14,0.012449600035324693,4800,constant_velocity__uneven_clean,high_order_fd,200,ok
2.389199948993337e-13,3.022915251449376e-14,5.6720432698087963e-14,4.8270566288050286e-15,0.0009129000827670097,4800,constant_velocity__uneven_clean,cubic_spline,200,ok
1.532107773982716e-13,7.047695760320493e-15,1.642055509283425e-14,1.5446581212176093e-15,0.002825499977916479,4800,constant_velocity__uneven_clean,savgol_resampled,200,ok
7.149836278586008e-14,3.0653257709900575e-14,3.7238078499561005e-14,1.2646888367469175e-14,0.0019428000086918473,4800,constant_velocity__uneven_clean,savgol_matched,200,ok
3.637090628672013e-13,7.249756350802272e-15,3.043590921689479e-14,5.792467954566034e-16,0.036959500052034855,4800,constant_velocity__uneven_clean,ALPRD_v1.0,200,ok
3.432809592140984e-13,7.696066006701584e-15,3.164337401651874e-14,5.792467954566034e-16,0.04729389993008226,4800,constant_velocity__uneven_clean,ALPRD_v1.0_fast,200,ok
2.637889906509372e-13,9.561240688071849e-15,3.2351190276821095e-14,5.792467954566034e-16,0.4652635999955237,4800,constant_velocity__uneven_clean,ALPRD_v1.1,200,ok
42.90036893478982,1.934057125874463,4.571768323952789,0.43461653594119043,1.6600009985268116e-05,4800,constant_velocity__uneven_gaussian,forward_diff,200,ok
42.90036893478982,1.938109220660262,4.572538396664621,0.439369658368861,1.479999627918005e-05,4800,constant_velocity__uneven_gaussian,backward_diff,200,ok
40.704748188427864,2.2946764293667226,5.788088400309127,0.35942449775349805,3.730005118995905e-05,4800,constant_velocity__uneven_gaussian,central_diff,200,ok
42.62417747080035,2.8464322567941283,6.222220160953784,0.5750158673700642,0.008138900040648878,4800,constant_velocity__uneven_gaussian,high_order_fd,200,ok
42.17309405429971,2.920009540185622,6.20605136470452,0.6309658508094698,0.0005368000129237771,4800,constant_velocity__uneven_gaussian,cubic_spline,200,ok
1.3803083701746317,0.1980701572178186,0.2573030868419212,0.08018519460824852,0.0016047999961301684,4800,constant_velocity__uneven_gaussian,savgol_resampled,200,ok
0.17241740996924015,0.027138018886561675,0.03781639708807696,0.008941245179795491,0.001909599988721311,4800,constant_velocity__uneven_gaussian,savgol_matched,200,ok
0.10944403563522975,0.020325947005886816,0.02712406963031351,0.007204694079183286,0.03659529995638877,4800,constant_velocity__uneven_gaussian,ALPRD_v1.0,200,ok
0.10944403563530347,0.02032594700588913,0.02712406963032146,0.007204694079183671,0.04765860002953559,4800,constant_velocity__uneven_gaussian,ALPRD_v1.0_fast,200,ok
