max_err,mae,rmse,median_rel_err,runtime_s,mem_bytes,dataset,method,n_points,status
6.039613253960852e-14,9.880984919163893e-15,1.569376333208763e-14,2.3169871818264137e-15,2.6799971237778664e-05,4800,constant_velocity__clean_uniform,forward_diff,200,ok
6.039613253960852e-14,9.880984919163893e-15,1.569376333208763e-14,2.3169871818264137e-15,1.479999627918005e-05,4800,constant_velocity__clean_uniform,backward_diff,200,ok
3.064215547965432e-14,5.88640247656258e-15,8.563382723737958e-15,2.123904916674213e-15,3.470003139227629e-05,4800,constant_velocity__clean_uniform,central_diff,200,ok
1.8207657603852567e-13,4.8920867357082896e-14,5.939950083871936e-14,2.046672010613332e-14,0.012651700060814619,4800,constant_velocity__clean_uniform,high_order_fd,200,ok
8.837375276016246e-14,9.51017042893909e-15,1.4852211581135654e-14,2.6066105795547155e-15,1.0617456999607384,4800,constant_velocity__clean_uniform,cubic_spline,200,ok
1.532107773982716e-13,7.975842208907125e-15,1.6701179095278617e-14,1.9308226515220117e-15,0.6342472999822348,4800,constant_velocity__clean_uniform,savgol_resampled,200,ok
7.238654120556021e-14,3.0468960687812796e-14,3.701685356785975e-14,1.2743429500045276e-14,0.0011876999633386731,4800,constant_velocity__clean_uniform,savgol_matched,200,ok
5.355715870791755e-13,8.348877145181177e-15,4.2733567313334333e-14,4.827056628805028e-16,0.025041399989277124,4800,constant_velocity__clean_uniform,ALPRD_v1.0,200,ok
4.169997680492088e-13,6.654676809603188e-15,3.3277293863022697e-14,3.861645303044023e-16,0.02259159996174276,4800,constant_velocity__clean_uniform,ALPRD_v1.0_fast,200,ok
2.362554596402333e-13,8.770761894538737e-15,2.7984421712665746e-14,3.861645303044023e-16,0.1941639999859035,4800,constant_velocity__clean_uniform,ALPRD_v1.1,200,ok
5.2062847366585174e-09,1.919897574254037e-10,7.051617605850469e-10,1.992608976370716e-12,0.11285679996944964,4800,constant_velocity__clean_uniform,ALPRD_v1.2,200,ok
1.580355846186876e-09,7.623545128510046e-11,1.3666201720591197e-10,2.7267656731589305e-11,0.04164670000318438,4800,constant_velocity__clean_uniform,ALPRD_v1.3,200,ok
1.580355846186876e-09,7.623545128510046e-11,1.3666201720591197e-10,2.7267656731589305e-11,0.043177900020964444,4800,constant_velocity__clean_uniform,ALPRD_v1.4,200,ok
1.580355846186876e-09,7.623545128510046e-11,1.3666201720591197e-10,2.7267656731589305e-11,0.04755629994906485,4800,constant_velocity__clean_uniform,ALPRD_v2.0,200,ok
0.00931067070192615,0.00034283909560840265,0.0013131707030615612,3.748056838805679e-07,1.5773999999510124,4800,constant_velocity__clean_uniform,tv_diff,200,ok
26.270420041791215,26.27042001131862,26.27042001131862,11.421921752930071,0.6449407000327483,4800,constant_velocity__clean_uniform,tv_diff_l1,200,ok
1.0391687510491465e-13,1.863620369135788e-14,2.6594363070184983e-14,5.695926821989934e-15,0.010037300060503185,4800,constant_velocity__clean_uniform,rbf_fd,200,ok
2.4558133304708463e-13,2.050137837272814e-14,4.2619806236726817e-14,4.0547275681962245e-15,9.300070814788342e-06,4800,constant_velocity__uneven_clean,forward_diff,200,ok
2.4558133304708463e-13,2.0448087667546134e-14,4.26131423835931e-14,3.958186435620124e-15,8.00006091594696e-06,4800,constant_velocity__uneven_clean,backward_diff,200,ok
2.3314683517128287e-13,2.4211743721025415e-14,5.239492400567128e-14,3.2823985075874197e-15,2.0000035874545574e-05,4800,constant_velocity__uneven_clean,central_diff,200,ok
6.548539488449023e-12,1.794608905925088e-13,6.110601397906434e-13,1.9694391045524517e-14,0.005314699956215918,4800,constant_velocity__uneven_clean,high_order_fd,200,ok
2.389199948993337e-13,3.022915251449376e-14,5.6720432698087963e-14,4.8270566288050286e-15,0.0004143998958170414,4800,constant_velocity__uneven_clean,cubic_spline,200,ok
1.532107773982716e-13,7.047695760320493e-15,1.642055509283425e-14,1.5446581212176093e-15,0.0008374999742954969,4800,constant_velocity__uneven_clean,savgol_resampled,200,ok
7.149836278586008e-14,3.0653257709900575e-14,3.7238078499561005e-14,1.2646888367469175e-14,0.0011035000206902623,4800,constant_velocity__uneven_clean,savgol_matched,200,ok
3.637090628672013e-13,7.249756350802272e-15,3.043590921689479e-14,5.792467954566034e-16,0.014696800033561885,4800,constant_velocity__uneven_clean,ALPRD_v1.0,200,ok
3.432809592140984e-13,7.696066006701584e-15,3.164337401651874e-14,5.792467954566034e-16,0.020746299996972084,4800,constant_velocity__uneven_clean,ALPRD_v1.0_fast,200,ok
2.637889906509372e-13,9.561240688071849e-15,3.2351190276821095e-14,5.792467954566034e-16,0.22378700005356222,4800,constant_velocity__uneven_clean,ALPRD_v1.1,200,ok
5.258503854577157e-09,1.94332383518514e-10,7.159654715672124e-10,2.036052486029961e-12,0.10436280001886189,4800,constant_velocity__uneven_clean,ALPRD_v1.2,200,ok
