max_err,mae,rmse,median_rel_err,runtime_s,mem_bytes,dataset,method,n_points,status
6.039613253960852e-14,9.880984919163893e-15,1.569376333208763e-14,2.3169871818264137e-15,1.4299992471933365e-05,4800,constant_velocity__clean_uniform,forward_diff,200,ok
6.039613253960852e-14,9.880984919163893e-15,1.569376333208763e-14,2.3169871818264137e-15,6.9999368861317635e-06,4800,constant_velocity__clean_uniform,backward_diff,200,ok
3.064215547965432e-14,5.88640247656258e-15,8.563382723737958e-15,2.123904916674213e-15,1.5099998563528061e-05,4800,constant_velocity__clean_uniform,central_diff,200,ok
1.8207657603852567e-13,4.8920867357082896e-14,5.939950083871936e-14,2.046672010613332e-14,0.00408449990209192,4800,constant_velocity__clean_uniform,high_order_fd,200,ok
8.837375276016246e-14,9.51017042893909e-15,1.4852211581135654e-14,2.6066105795547155e-15,0.6430057999677956,4800,constant_velocity__clean_uniform,cubic_spline,200,ok
1.532107773982716e-13,7.975842208907125e-15,1.6701179095278617e-14,1.9308226515220117e-15,0.5401294000912458,4800,constant_velocity__clean_uniform,savgol_resampled,200,ok
7.238654120556021e-14,3.0468960687812796e-14,3.701685356785975e-14,1.2743429500045276e-14,0.0005895999493077397,4800,constant_velocity__clean_uniform,savgol_matched,200,ok
5.355715870791755e-13,8.348877145181177e-15,4.2733567313334333e-14,4.827056628805028e-16,0.012545399949885905,4800,constant_velocity__clean_uniform,ALPRD_v1.0,200,ok
4.169997680492088e-13,6.654676809603188e-15,3.3277293863022697e-14,3.861645303044023e-16,0.01679509994573891,4800,constant_velocity__clean_uniform,ALPRD_v1.0_fast,200,ok
2.362554596402333e-13,8.770761894538737e-15,2.7984421712665746e-14,3.861645303044023e-16,0.1544396000681445,4800,constant_velocity__clean_uniform,ALPRD_v1.1,200,ok
5.2062847366585174e-09,1.919897574254037e-10,7.051617605850469e-10,1.992608976370716e-12,0.07488940004259348,4800,constant_velocity__clean_uniform,ALPRD_v1.2,200,ok
1.580355846186876e-09,7.623545128510046e-11,1.3666201720591197e-10,2.7267656731589305e-11,0.037637799978256226,4800,constant_velocity__clean_uniform,ALPRD_v1.3,200,ok
1.580355846186876e-09,7.623545128510046e-11,1.3666201720591197e-10,2.7267656731589305e-11,0.03597779991105199,4800,constant_velocity__clean_uniform,ALPRD_v1.4,200,ok
1.580355846186876e-09,7.623545128510046e-11,1.3666201720591197e-10,2.7267656731589305e-11,0.0360103000421077,4800,constant_velocity__clean_uniform,ALPRD_v2.0,200,ok
0.00931067070192615,0.00034283909560840265,0.0013131707030615612,3.748056838805679e-07,0.3733455000910908,4800,constant_velocity__clean_uniform,tv_diff,200,ok
26.270420041791215,26.27042001131862,26.27042001131862,11.421921752930071,0.3335882000392303,4800,constant_velocity__clean_uniform,tv_diff_l1,200,ok
1.0391687510491465e-13,1.863620369135788e-14,2.6594363070184983e-14,5.695926821989934e-15,0.006954299984499812,4800,constant_velocity__clean_uniform,rbf_fd,200,ok
2.4558133304708463e-13,2.050137837272814e-14,4.2619806236726817e-14,4.0547275681962245e-15,7.500057108700275e-06,4800,constant_velocity__uneven_clean,forward_diff,200,ok
2.4558133304708463e-13,2.0448087667546134e-14,4.26131423835931e-14,3.958186435620124e-15,6.600050255656242e-06,4800,constant_velocity__uneven_clean,backward_diff,200,ok
2.3314683517128287e-13,2.4211743721025415e-14,5.239492400567128e-14,3.2823985075874197e-15,1.650000922381878e-05,4800,constant_velocity__uneven_clean,central_diff,200,ok
6.548539488449023e-12,1.794608905925088e-13,6.110601397906434e-13,1.9694391045524517e-14,0.00414109998382628,4800,constant_velocity__uneven_clean,high_order_fd,200,ok
2.389199948993337e-13,3.022915251449376e-14,5.6720432698087963e-14,4.8270566288050286e-15,0.0003285999409854412,4800,constant_velocity__uneven_clean,cubic_spline,200,ok
1.532107773982716e-13,7.047695760320493e-15,1.642055509283425e-14,1.5446581212176093e-15,0.0006159000331535935,4800,constant_velocity__uneven_clean,savgol_resampled,200,ok
7.149836278586008e-14,3.0653257709900575e-14,3.7238078499561005e-14,1.2646888367469175e-14,0.0005475999787449837,4800,constant_velocity__uneven_clean,savgol_matched,200,ok
3.637090628672013e-13,7.249756350802272e-15,3.043590921689479e-14,5.792467954566034e-16,0.012412100099027157,4800,constant_velocity__uneven_clean,ALPRD_v1.0,200,ok
3.432809592140984e-13,7.696066006701584e-15,3.164337401651874e-14,5.792467954566034e-16,0.017268900061026216,4800,constant_velocity__uneven_clean,ALPRD_v1.0_fast,200,ok
2.637889906509372e-13,9.561240688071849e-15,3.2351190276821095e-14,5.792467954566034e-16,0.16213549999520183,4800,constant_velocity__uneven_clean,ALPRD_v1.1,200,ok
5.258503854577157e-09,1.94332383518514e-10,7.159654715672124e-10,2.036052486029961e-12,0.07680680009070784,4800,constant_velocity__uneven_clean,ALPRD_v1.2,200,ok
1.4628707134534125e-09,1.3352490224605161e-10,2.248608074153789e-10,3.805342514525641e-11,0.03641289996448904,4800,constant_velocity__uneven_clean,ALPRD_v1.3,200,ok
1.4628707134534125e-09,1.3352490224605161e-10,2.248608074153789e-10,3.805342514525641e-11,0.034452600055374205,4800,constant_velocity__uneven_clean,ALPRD_v1.4,200,ok
1.4628707134534125e-09,1.3352490224605161e-10,2.248608074153789e-10,3.805342514525641e-11,0.036396399955265224,4800,constant_velocity__uneven_clean,ALPRD_v2.0,200,ok
8.383279093138185e-08,8.38322705165595e-08,8.383227051707476e-08,3.64487446022234e-08,0.07910719991195947,4800,constant_velocity__uneven_clean,tv_diff,200,ok
5.446656459184851e-10,1.0529345173537763e-10,1.5579347616611273e-10,2.7737329341572032e-11,0.0323936000932008,4800,constant_velocity__uneven_clean,tv_diff_l1,200,ok
3.5922376184771565e-12,8.97304452962544e-14,3.108078143634355e-13,1.1005689113675466e-14,0.007187100010924041,4800,constant_velocity__uneven_clean,rbf_fd,200,ok
42.90036893478982,1.934057125874463,4.571768323952789,0.43461653594119043,6.800051778554916e-06,4800,constant_velocity__uneven_gaussian,forward_diff,200,ok
42.90036893478982,1.938109220660262,4.572538396664621,0.439369658368861,6.00004568696022e-06,4800,constant_velocity__uneven_gaussian,backward_diff,200,ok
40.704748188427864,2.2946764293667226,5.788088400309127,0.35942449775349805,1.5700003132224083e-05,4800,constant_velocity__uneven_gaussian,central_diff,200,ok
42.62417747080035,2.8464322567941283,6.222220160953784,0.5750158673700642,0.004201899981126189,4800,constant_velocity__uneven_gaussian,high_order_fd,200,ok
42.17309405429971,2.920009540185622,6.20605136470452,0.6309658508094698,0.00032540003303438425,4800,constant_velocity__uneven_gaussian,cubic_spline,200,ok
1.3803083701746317,0.1980701572178186,0.2573030868419212,0.08018519460824852,0.000672499998472631,4800,constant_velocity__uneven_gaussian,savgol_resampled,200,ok
0.17241740996924015,0.027138018886561675,0.03781639708807696,0.008941245179795491,0.0006170000415295362,4800,constant_velocity__uneven_gaussian,savgol_matched,200,ok
0.10944403563522975,0.020325947005886816,0.02712406963031351,0.007204694079183286,0.013070099987089634,4800,constant_velocity__uneven_gaussian,ALPRD_v1.0,200,ok
0.10944403563530347,0.02032594700588913,0.02712406963032146,0.007204694079183671,0.021236700005829334,4800,constant_velocity__uneven_gaussian,ALPRD_v1.0_fast,200,ok
0.1913885863014042,0.03060670096208194,0.04321562649331545,0.011033516327341657,0.15991899999789894,4800,constant_velocity__uneven_gaussian,ALPRD_v1.1,200,ok
0.13030724705440644,0.01766479553462762,0.026946013056280412,0.004887201560383059,0.07363980007357895,4800,constant_velocity__uneven_gaussian,ALPRD_v1.2,200,ok
0.49397950172820027,0.06834125985118313,0.11265254338283932,0.016236309698602035,0.04155419999733567,4800,constant_velocity__uneven_gaussian,ALPRD_v1.3,200,ok
0.49397950172820027,0.06834125985118313,0.11265254338283932,0.016236309698602035,0.04291010007727891,4800,constant_velocity__uneven_gaussian,ALPRD_v1.4,200,ok
0.49397950172820027,0.06834125985118313,0.11265254338283932,0.016236309698602035,0.038922399980947375,4800,constant_velocity__uneven_gaussian,ALPRD_v2.0,200,ok
0.0005491339086556302,0.0005491321408121208,0.0005491321408135978,0.0002387533550785509,0.34819210006389767,4800,constant_velocity__uneven_gaussian,tv_diff,200,ok
0.06768098260289657,0.027042724911432083,0.03184694059451687,0.011767799884723304,0.4883636999875307,4800,constant_velocity__uneven_gaussian,tv_diff_l1,200,ok
42.142950258384474,2.911802777962945,6.202700784846972,0.6284604678203736,0.00735050009097904,4800,constant_velocity__uneven_gaussian,rbf_fd,200,ok
53.439009517023024,1.4827906785543628,4.657374111691207,0.30276714563262386,7.100054062902927e-06,4800,constant_velocity__uneven_uniformnoise,forward_diff,200,ok
53.439009517023024,1.4896342857410787,4.658527982652357,0.30495786124689306,6.300047971308231e-06,4800,constant_velocity__uneven_uniformnoise,backward_diff,200,ok
52.81412428441091,1.9837575102849199,6.315633802370284,0.2726188742453154,1.580000389367342e-05,4800,constant_velocity__uneven_uniformnoise,central_diff,200,ok
53.46896511643645,2.5319003509326667,6.834896533763504,0.40841437456440316,0.004413000075146556,4800,constant_velocity__uneven_uniformnoise,high_order_fd,200,ok
53.25041946956272,2.5721635925136126,6.702485625813033,0.44942685646703223,0.0003377998946234584,4800,constant_velocity__uneven_uniformnoise,cubic_spline,200,ok
0.35171860915893904,0.10530813775994796,0.13026176759520364,0.04050409502273765,0.0007202000124379992,4800,constant_velocity__uneven_uniformnoise,savgol_resampled,200,ok
